player_name,salary,position,team,game,slate_type,player_image,player_id,draftable_id,game_start,updated_at
Dyson Sims,3000,WR,FAU,FAU @ UF,Night,https://dkn.gs/sports/images/cfb/teams/50/9427.png,1523355,44019057,09/05/2026 07:45 PM,2026-09-04T16:50:45Z
Sean Burke,3000,WR,FIU,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9430.png,1584418,44019060,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Kevin Schaeffer,3000,WR,FIU,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9430.png,1250909,44019063,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Davis Brown,3000,WR,FIU,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9430.png,1652455,44019066,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Ayden Passley,3000,WR,FIU,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9430.png,1652478,44019069,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Remy Goins,3000,WR,FIU,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9430.png,1652481,44019072,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Eric Nelson Jr.,3000,WR,FIU,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9430.png,1518366,44019075,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Tyson Carter,3000,WR,FIU,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9430.png,1586721,44019078,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Andre Brown,3000,WR,FIU,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9430.png,1536634,44019081,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Amari Isaac,3000,WR,FIU,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9430.png,1586725,44019084,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Kenny Williams,3000,WR,FIU,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9430.png,1586738,44019087,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Dylan Herman,3000,WR,FIU,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9430.png,1599219,44019090,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Donovan Giles,3000,WR,FIU,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9430.png,1397487,44019093,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Malik Penson,3000,WR,FIU,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9430.png,1652479,44019096,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Justin Little,3000,WR,FIU,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9430.png,1669164,44019099,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Barrett Schulz,3000,WR,FIU,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9430.png,1654533,44019102,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Emmett Bork,3000,WR,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1583947,44024514,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Ryan Schwendeman,3000,WR,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1406968,44024517,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Grant Stec,3000,WR,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1509234,44024520,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Nizyi Davis,3000,WR,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1583971,44024523,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Jack Sievers,3000,WR,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1651422,44024526,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Aydon Fickell,3000,WR,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1659896,44024529,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Kash Brock,3000,WR,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1651274,44024532,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Malachi Coleman,3000,WR,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1441980,44024535,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Zion Kearney,3000,WR,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1506191,44024538,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Jackson McGohan,3000,WR,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1441045,44024541,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Zion Legree,3000,WR,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1651417,44024544,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Keeyshawn Tabuteau,3000,WR,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1651275,44024547,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Eli Adams,3000,WR,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1523657,44024550,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Mason Kelley,3000,WR,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1596093,44024553,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Langdon Nordgaard,3000,WR,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1523358,44024556,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Dorsett Stecker,3000,WR,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1659894,44024559,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Kade Eldridge,3000,WR,UW,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8101.png,1458887,44024562,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Baron Naone,3000,WR,UW,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8101.png,1583960,44024565,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Charlie Crowell,3000,WR,UW,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8101.png,1515981,44024568,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Austin Simmons,3000,WR,UW,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8101.png,1583943,44024571,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Kekua Aumua,3000,WR,UW,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8101.png,1651312,44024574,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Sam Vyhlidal,3000,WR,UW,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8101.png,1651313,44024577,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Trez Davis,3000,WR,UW,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8101.png,1651412,44024580,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Mason James,3000,WR,UW,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8101.png,1651409,44024583,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Justice Williams,3000,WR,UW,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8101.png,1509139,44024586,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Deji Ajose,3000,WR,UW,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8101.png,1583955,44024589,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Jace Burton,3000,WR,UW,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8101.png,1515980,44024592,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Blaise LaVista,3000,WR,UW,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8101.png,1651310,44024595,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Asa Thompson,3000,WR,UW,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8101.png,1651311,44024598,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Jordan Clay,3000,WR,UW,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8101.png,1651411,44024601,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Trey Leckner,3000,WR,WSU,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1456749,44024604,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Hudson Cedarland,3000,WR,WSU,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1378104,44024607,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Beau Baker,3000,WR,WSU,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1528232,44024610,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Peyton Read,3000,WR,WSU,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1597726,44024613,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Cash Landau,3000,WR,WSU,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1597728,44024616,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Jay Porter,3000,WR,WSU,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1648597,44024619,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Ryan McKendry,3000,WR,WSU,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1648598,44024622,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Noah Westbrook,3000,WR,WSU,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1582591,44024625,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Caleb Northcroft,3000,WR,WSU,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1666762,44024628,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Oliver Bender,3000,WR,WSU,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1666815,44024631,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Ethan Masteller,3000,WR,WSU,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1666831,44024634,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Jevon Walker,3000,WR,WSU,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1648599,44024637,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Isaiah Docken,3000,WR,WSU,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1666818,44024640,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Brady Prieskorn,3000,WR,MISS,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1508488,44024643,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Michael Smith,3000,WR,MISS,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1518213,44024646,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Wyatt Smalley,3000,WR,MISS,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1452002,44024649,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Jack Harper,3000,WR,MISS,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1515894,44024652,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Hayden Bradley,3000,WR,MISS,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1582315,44024655,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Isaiah Spencer,3000,WR,MISS,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1464889,44024658,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Traylon Ray,3000,WR,MISS,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1457276,44024661,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Izaiah Hartrup,3000,WR,MISS,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1216367,44024664,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Dylan Davis,3000,WR,MISS,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1451994,44024667,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Samari Reed,3000,WR,MISS,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1582314,44024670,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Levi Blount,3000,WR,MISS,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1590822,44024673,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Dillon Alfred,3000,WR,MISS,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1582313,44024676,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Anthony Aguirre,3000,WR,MISS,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1606389,44024679,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Jase Mathews,3000,WR,MISS,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1645742,44024682,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
William Jones,3000,WR,MISS,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1663127,44024685,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Case Thomas,3000,WR,MISS,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1663120,44024688,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Kervin Johnson Jr.,3000,WR,MISS,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1663124,44024691,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Jaleel Skinner,3000,WR,UL,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1379888,44024694,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Justyn Reid,3000,WR,UL,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1445950,44024697,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Dylan Mesman,3000,WR,UL,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1514147,44024700,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Travis Egan,3000,WR,UL,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1451089,44024703,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Julius Miles,3000,WR,UL,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1649165,44024706,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Hamilton Atkins,3000,WR,UL,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1523656,44024709,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Terrence McWilliams Jr.,3000,WR,UL,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1452154,44024712,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Jakob Dixon,3000,WR,UL,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1466651,44024715,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Rhys Dorsey,3000,WR,UL,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1649179,44024718,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
DeVuan Jones,3000,WR,UL,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1599271,44024721,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
DJ Williams,3000,WR,UL,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1649190,44024724,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Payton Cook,3000,WR,UL,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1649192,44024727,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Gavin Waddell,3000,WR,UL,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1649193,44024730,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Montavin Quisenberry,3000,WR,UL,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1582136,44024733,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Kris Hughes,3000,WR,UL,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1469279,44024736,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Elizjah Lewis,3000,WR,UL,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1325310,44024739,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Marlon Harbin,3000,WR,UL,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1662453,44024742,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Ty Washington,3000,WR,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1381338,44024745,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Jack Larsen,3000,WR,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1512911,44024748,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Henry Garrity,3000,WR,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1451507,44024751,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Ian Premer,3000,WR,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1655573,44024754,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Austin Ratigan,3000,WR,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1655578,44024757,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Preston Fryzel,3000,WR,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1651480,44024760,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Quincy Porter,3000,WR,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1583922,44024763,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Elijah Burress,3000,WR,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1585578,44024766,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Jerome Bettis Jr.,3000,WR,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1585607,44024769,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Bubba Frazier,3000,WR,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1651431,44024772,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Cam Williams,3000,WR,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1512892,44024775,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Logan Saldate,3000,WR,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1521385,44024778,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Devin Fitzgerald,3000,WR,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1651433,44024781,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Brayden Robinson,3000,WR,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1651436,44024784,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Dylan Faison,3000,WR,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1651437,44024787,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Kaydon Finley,3000,WR,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1651439,44024790,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Xavier Southall,3000,WR,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1521398,44024793,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Jayden O'Rourke,3000,WR,NEV,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/7925.png,1442286,44019504,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Benjamin Wheeler,3000,WR,NEV,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/7925.png,1654437,44019507,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Carter Eck,3000,WR,NEV,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/7925.png,1521084,44019510,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Kolawole Babalola,3000,WR,NEV,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/7925.png,1400605,44019513,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Trace Estes,3000,WR,NEV,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/7925.png,1521074,44019516,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Darren Schmitt,3000,WR,NEV,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/7925.png,1657232,44019519,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Daijon Calimon,3000,WR,NEV,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/7925.png,1523068,44019522,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Gerick Robinson,3000,WR,NEV,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/7925.png,1321124,44019525,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Mack Kump,3000,WR,NEV,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/7925.png,1599387,44019528,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Isaiah Williams,3000,WR,NEV,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/7925.png,1652176,44019531,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Amari Nash,3000,WR,NEV,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/7925.png,1658716,44019534,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Perrion Williams,3000,WR,NEV,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/7925.png,1657233,44019537,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Alex Grush,3000,WR,NEV,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/7925.png,1658711,44019540,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Joe Stimpson,3000,WR,NEV,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/7925.png,1658715,44019543,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Deven Vigue,3000,WR,NEV,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/7925.png,1658714,44019546,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Don Henry,3000,WR,NEV,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/7925.png,1663302,44019549,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Matt Byrnes,3000,WR,UNLV,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/7941.png,1311125,44019552,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Jae Beasley II,3000,WR,UNLV,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/7941.png,1509455,44019555,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Velltray Jefferson,3000,WR,UNLV,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/7941.png,1384544,44019558,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Aveon Williams,3000,WR,UNLV,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/7941.png,1658971,44019561,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Andreas Diaz-Nicolaidis,3000,WR,UNLV,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/7941.png,1652301,44019564,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Tavian McNair,3000,WR,UNLV,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/7941.png,1584377,44019567,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Peyton Zachary,3000,WR,UNLV,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/7941.png,1652337,44019570,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Vincent Carner,3000,WR,UNLV,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/7941.png,1652336,44019573,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Cassidee Miles,3000,WR,UNLV,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/7941.png,1589634,44019576,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Jesse Harden,3000,WR,UNLV,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/7941.png,1658980,44019579,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Danny Boden,3000,WR,UNLV,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/7941.png,1589625,44019582,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Demari Nunley,3000,WR,UNLV,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/7941.png,1658982,44019585,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
David Titone-Perez,3000,WR,UNLV,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/7941.png,1518863,44019588,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Tatum Bell Jr.,3000,WR,UNLV,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/7941.png,1652342,44019591,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Landon Swanson,3000,WR,CMU,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/7991.png,1518924,44019594,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Myles Peters,3000,WR,CMU,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/7991.png,1654427,44019597,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Gavin Spillers,3000,WR,CMU,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/7991.png,1654428,44019600,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Lucas Hoffmeyer,3000,WR,CMU,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/7991.png,1650568,44019603,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Zack Wagner,3000,WR,CMU,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/7991.png,1655176,44019606,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Collin Payne,3000,WR,CMU,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/7991.png,1598753,44019609,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
